"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Dominican Republic","DOM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","220","240","260","230","250","250","250","280","340","370","430","520","610","710","780","830","900","1030","1140","1210","1240","1240","1300","1100","1030","940","920","910","870","1040","1360","1620","1750","1960","2170","2360","2450","2540","2680","2740","2890","2640","2560","3040","3640","4430","4760","4920","5330","5540","5790","6030","6330","6580","6860","7090","7780","8100","7260",
"Algeria","DZA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","190","230","240","250","230","250","280","310","330","320","440","530","710","910","1060","1100","1320","1640","1990","2200","2260","2190","2270","2400","2590","2810","2750","2550","2370","1980","1900","1730","1620","1550","1520","1510","1540","1530","1590","1670","1730","1930","2250","2710","3110","3600","4210","4290","4470","4600","5200","5520","5490","4850","4370","3950","3980","4010","3570",
"East Asia & Pacific (excluding high income)","EAP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","73.343841170821","79.5997878261082","88.1235698787527","99.57102855115","107.580385877574","101.605648466782","98.7098098603396","110.588729846704","123.53422138485","126.933721516565","133.809133759715","161.188758004903","188.734610663866","219.812325513879","215.646814493355","229.256713729394","243.40825673693","269.072165887544","297.786026035038","315.119078844822","314.524179038356","309.974817495984","327.659599113321","349.859151918197","371.608039901664","388.78012850503","409.487516305104","412.7678554969","430.6533705222","463.844009303214","518.126485840713","567.260115077445","642.031515994869","745.708600179686","874.47398414474","957.773777523365","919.62032030682","975.257744031554","1080.37411285339","1203.1542575597","1344.89941185695","1615.08677239244","2054.17590395645","2532.78422591814","3046.08190306128","3781.79018457905","4815.2202908733","5864.58923451214","6934.82107513114","7974.69952007327","5196.08638881858","5714.17467781378","6188.28247560962","6431.93919341813","6637.44716435848","6975.07784710111","7650.70187421652","8233.98964802625","8323.88023675273",
"Early-demographic dividend","EAR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","194.443155895294","200.611377416124","214.388262180276","226.215230179651","238.679613838313","254.761794030196","303.993199679624","388.118344631034","467.332006621901","513.586698540316","527.962719931503","564.032447771284","655.813045622061","776.211687030775","876.393340875315","855.355080505379","794.621562284037","766.001674982021","765.309577228003","790.435769524209","827.342297583981","855.896018682625","825.698831699159","863.565853396428","907.031637430767","1005.59810878355","1069.03789553323","1132.79309050405","1168.28766452954","1233.30837186833","1282.62851021754","1261.90419975753","1299.34525162231","1398.62588654199","1453.97095867883","1465.56513834011","1633.12710229735","1973.31726565755","2374.55846364766","2760.85953995145","3256.0425678647","3881.03747861729","4370.16664591823","4945.47744808279","5443.45965835099","3377.46106937327","3429.16869790752","3446.37485784139","3321.5486369242","3278.38344608437","3324.95806840812","3470.2915243919","3534.06357611516","3257.91335180905",
"East Asia & Pacific","EAS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","144.032265742624","157.411693332519","175.847739959158","194.567499457464","213.771704228909","224.695355999397","243.807065652193","277.577080266623","307.827783938889","335.829023716695","393.80311960719","499.877778774332","606.128163719357","707.643116529876","733.929691065513","793.986401854635","937.307886577863","1137.56093979389","1291.74070995818","1342.83773268863","1294.88259606627","1260.58766586778","1300.03384076862","1385.5531496417","1591.46780882038","1942.91648130752","2480.80364385024","2660.30700981137","2765.01754119295","2877.24828311206","3082.83405996591","3337.48724833983","3636.78274779049","4122.69479754814","4360.76871540326","4247.45186959044","3743.35577092859","3733.51926904419","3983.6386329998","4115.79548214309","4125.09502806172","4419.12950435759","5128.68754377558","5799.71401261109","6314.74490504996","7004.43659898744","7992.34534020623","8881.70324257714","10168.1088772006","11375.5073299436","9208.48328480193","9704.48508092353","9909.68168712499","9781.30637909272","9847.88901229695","10189.3085675844","11042.4629080286","11645.5006073064","11609.7044240862",
"Europe & Central Asia (excluding high income)","ECA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2554.80057915218","2407.01138805735","2303.83757850583","1973.44380313691","1931.85429232341","1924.02840040417","1992.97347537986","1839.53145915365","1706.82093850164","1791.18201529378","1710.86535085674","1869.92373338019","2209.11439816641","2906.96019714063","3745.93057174629","4645.92488940531","5776.03624486717","7072.24693031266","6982.42472120599","7477.14065723094","8112.17901127773","9316.98950572298","10272.9557210841","10174.4197371799","8865.33551605054","7746.46049818916","7447.88902630172","7868.31605391698","8253.21357013021","7914.07135196102",
"Europe & Central Asia","ECS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","1754.1726956423","2222.17792349549","2710.02986545129","3119.96139308186","3296.62884994803","3516.16190686476","3971.40575959787","4910.4019551061","5881.97934120751","5914.50748155686","5416.74732749164","4842.0902804019","4661.99237260979","4647.2881044817","5321.50677784493","6733.43242580861","8630.99781525668","9222.40549268653","9910.02977762753","10588.1207527069","11663.0019945417","11469.0234108102","11610.8001623913","12040.8912582203","12752.9429091307","13010.1226593107","12611.8380581407","12482.5228156221","12569.9728857971","12156.4784785073","12081.7349399962","13653.1553420656","16600.9299004524","19240.9722330088","20856.3888199338","22579.2017192902","24591.0806759214","24356.4971430473","24562.5760560873","25038.6163885958","25368.4823245396","26061.3183776307","26083.9226345561","24716.4228201491","23405.35079178","22901.6415736949","24448.8243644727","25357.2729305661","24038.5490875715",
"Ecuador","ECU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","380","350","380","430","450","460","470","500","520","510","510","600","830","1090","1280","1360","1550","1820","2110","2460","2390","2110","1890","1820","1770","1640","1510","1360","1370","1480","1600","1670","1820","1970","2080","2180","2160","1780","1550","1550","1730","2110","2550","2880","3100","3300","3850","4060","4400","4880","5390","5810","6110","5970","5800","5860","6090","6090","5530",
"Egypt, Arab Rep.","EGY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","170","180","190","220","240","260","290","300","330","350","370","390","420","490","520","550","560","640","680","740","870","840","780","760","750","750","760","820","920","1020","1130","1210","1310","1420","1430","1330","1240","1200","1220","1320","1530","1840","2120","2370","2560","2840","3030","3230","3340","3440","3030","2790","2690","3000",
"Euro area","EMU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","2899.27884299295","3723.5159785457","4622.81801925453","5329.93783244574","5651.63303388842","6070.73925193266","6891.98059967051","8548.55728293483","10265.4855115222","10165.5366370865","9203.93439370105","8203.86143155222","7974.30924389065","7987.29270671788","9230.30427379316","11815.7854447677","15367.1594999544","16472.5424475483","17757.8783316298","18996.8951492138","21316.6374534865","20989.4748351627","21525.7520856816","22654.4645843802","23912.448481967","23860.4837912999","22815.4798792005","22410.9577920462","22187.4089914313","21264.2012487914","20722.6226027782","23314.5377161489","28299.1643916149","32411.6447324088","34555.5508237757","36716.6421525661","39532.6393800099","39638.5312016564","39767.341925778","40301.5495836764","39287.6315120621","39483.398639322","39368.0470323333","37716.5582946294","36331.7958102872","35846.3792331584","38822.8131711985","40268.7774365028","38096.8975705602",
"Eritrea","ERI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","270","270","300","320","330","310","300","310","300","300","340","390","410","420","410","480","510","600","","","","","","","","","",
"Spain","ESP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","500","570","640","730","840","930","1010","1110","1170","1310","1590","2090","2730","3240","3430","3640","4040","5010","6210","6310","5680","4860","4580","4550","5400","7110","9410","10700","12210","13700","15610","15010","14470","14830","15560","15820","15440","15480","15770","15520","15590","18030","22070","25870","27820","29740","32190","32460","31880","30950","29520","29210","29130","28430","27530","27070","29280","30350","27360",
"Estonia","EST","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4170","4310","4620","5730","7500","9730","11500","13430","15210","14650","14710","15990","16880","18250","19000","18700","18430","18770","21300","23250","23170",
"Ethiopia","ETH","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","210","200","190","230","280","270","260","260","250","220","210","160","150","150","140","130","120","130","130","120","110","140","160","180","220","280","340","380","390","410","470","550","600","670","740","800","850","890",
"European Union","EUU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","2412.8098588519","3093.08313926602","3832.09081897425","4423.56773447144","4689.86147092512","5030.25592261647","5700.28129380226","7048.99201038606","8435.59149819487","8347.86748510369","7550.60102724333","6717.47591093268","6523.06771898779","6533.22941938956","7555.37057740302","9659.08315379476","12519.5468475801","13414.3472113977","14446.759714339","15443.7179303618","17322.4985443374","17057.4027217532","17532.6037577112","18514.3672018144","19634.067001791","19673.5729017707","18888.7570785666","18608.8400863957","18511.0826164958","17816.4322042331","17479.8853100065","19733.7901894613","23995.0256154912","27607.2474623308","29605.3096346236","31659.6638138819","34396.5830947395","34522.2817359796","34716.4131216652","35199.9453458289","34521.9917316378","34834.4814178533","34802.1633770335","33402.2212780653","32178.2117512187","31831.7905389216","34550.2259067605","35969.8657049052","34234.3314949987",
"Fragile and conflict affected situations","FCS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","795.109686539574","876.005596334674","927.555420517429","917.004264315274","819.252295591633","783.826158935344","780.47956648537","809.330929703811","828.036606183312","742.715708396952","907.906445165893","557.810160412063","573.462153818895","549.000579001314","547.059709512626","610.835958429911","698.131699552817","807.718856478673","872.561172807126","1020.69565505359","1243.52224711188","1456.58007552367","1634.03086168998","1992.3327539411","2786.69006882661","3669.12172147058","4569.41671908561","5759.65117314363","7492.36841332947","9194.91723952325","10648.7763095254","11543.5095752837","2471.35780076036","2250.79331398587","2273.78973815381","1986.76175458038","1801.02128647181","1657.22013408535","1673.08613165914","1756.03911231685","1627.54202267793",
"Finland","FIN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1370","1470","1620","1810","1970","2060","2090","2270","2460","2690","3170","4030","5130","6320","6840","7190","7910","9540","11450","11980","11700","10840","10790","11130","13010","16480","21540","24110","26000","25100","24170","20680","20170","22030","24970","26680","25820","26040","26450","25810","25550","28720","35270","40170","42800","46160","50070","48800","49600","50150","48940","49480","49390","47150","45500","44790","48160","49950","49780",
"Fiji","FJI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","280","290","300","290","300","340","350","350","400","440","530","720","930","1120","1220","1300","1360","1660","1870","2040","1800","1580","1660","1580","1790","1770","1790","1790","1790","1790","1990","2090","2230","2460","2660","2580","2290","2350","2230","2140","2160","2410","3020","3570","3590","3790","3980","3850","3650","3770","4140","4710","5020","5100","5280","5370","5910","5800","4890",
"France","FRA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1550","1700","1870","2030","2200","2360","2560","2820","3020","3250","3670","4690","5790","6720","7140","7810","8830","10820","13080","13190","12040","10450","9820","9770","11330","14460","18520","19490","20640","21420","23840","23580","24380","25740","27110","26930","25830","25420","24970","23840","23090","25930","31360","35870","37850","40130","43460","43930","43850","44350","43380","43780","43320","41100","39070","38270","41150","42510","39480",
"Faroe Islands","FRO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2120","2130","2200","2140","1930","1950","2050","2210","2260","2270","2380","2440","2560","2560","2570","2590","2820","2900","3070","3150","3180","3150","3490","3410","3450","3400","3930","3950",
"Gabon","GAB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","330","410","340","360","420","440","460","530","570","610","690","910","1700","2870","4450","4010","3090","3520","4590","5290","4840","4260","4310","3860","3840","3430","4150","4580","4820","5170","5120","4430","4130","3910","4100","4270","3940","3280","3100","3430","3610","3880","4310","5520","5740","6590","7320","7590","7850","8120","9090","9330","9330","7970","7080","6510","6830","7170","7030",
"United Kingdom","GBR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","2530","2790","3200","3910","4370","4880","5020","5230","5950","7580","9550","10660","10660","9860","9270","9160","10250","12710","16160","17380","18570","19390","21480","21360","21890","21070","22790","25570","26900","28060","29280","28940","29180","32270","37860","42810","45160","47650","48690","44420","41940","41300","41940","42920","44670","44730","43460","41880","42410","43460","39700",
"Georgia","GEO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2260","1610","760","550","670","820","870","840","790","780","840","990","1210","1520","1910","2380","2820","2950","3210","3520","4150","4530","4740","4410","4080","4040","4460","4690","4270",
"Ghana","GHA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","190","200","210","230","250","240","220","220","250","270","260","280","320","300","290","300","350","380","420","410","360","320","340","350","390","420","440","400","400","410","430","420","370","370","380","390","390","390","340","300","270","320","380","460","600","790","1150","1190","1240","1380","1530","1840","1880","1940","1810","1880","2120","2230","2340",
"Gibraltar","GIB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400","390","410","420","460","490","500","500","510","510","470","450","400","360","350","340","370","360","400","470","620","670","690","680","700","700","740","760","780","820","860","950","1020",
"Gambia, The","GMB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","110","110","110","110","120","150","180","230","230","240","260","310","380","390","340","300","290","300","300","320","300","300","310","400","520","710","690","690","700","690","660","640","620","560","440","390","470","520","640","700","810","880","890","760","760","730","650","620","620","660","720","750","750",
"Guinea-Bissau","GNB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","120","130","150","170","150","140","160","180","150","190","200","190","190","200","160","170","180","210","220","240","240","230","220","220","240","240","160","160","210","250","300","330","380","430","440","470","510","560","580","640","630","640","640","640","650","680","720","800","760",
"Equatorial Guinea","GNQ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","130","130","130","150","170","210","250","230","260","270","380","370","270","250","360","870","700","820","770","900","1270","1190","1720","3890","8110","11600","14250","12530","9970","11540","13870","14030","13230","10850","8270","6510","6730","6280","5810",
"Greece","GRC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","620","700","790","900","1000","1090","1200","1370","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24550","26350","28660","29330","27530","24510","23170","22410","21990","20170","18630","17940","19060","19650","17930",
"Grenada","GRD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","1150","1300","1310","1300","1280","1340","1500","1790","2200","2490","2670","2840","3040","3140","3120","3210","3310","3500","3660","3990","4310","4610","4510","4650","5290","5350","6650","6430","6830","7260","6720","6940","7060","7030","7350","7520","7750","8350","8740","9560","9770","9410",
"Greenland","GRL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","1890","2440","3130","3800","4330","5140","6160","7550","9270","9100","8020","7270","6740","7060","8540","11470","15170","16970","15690","16510","17440","16600","17830","19470","20780","20540","20440","19740","20290","19390","18760","20440","25730","30920","30240","34800","","","","","","","","","","","","","",
"Guatemala","GTM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","260","280","280","290","290","290","310","330","350","360","390","450","540","610","690","800","920","1080","1210","1240","1170","1110","1130","1160","1070","1020","980","980","930","970","1030","1140","1230","1360","1440","1530","1610","1650","1670","1600","1600","1670","1850","2000","2150","2370","2610","2650","2730","2910","3160","3380","3550","3700","3870","4100","4400","4610","4490",
"Guam","GUM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","280","250","280","310","320","340","330","350","360","380","390","430","540","680","660","610","620","670","760","740","590","510","470","500","520","460","470","360","400","330","390","460","570","670","830","890","880","860","890","880","890","940","1030","1090","1470","2280","3850","4190","4510","4820","5290","5540","5570","5470","5600","5910","6290","6630","7130",
"High income","HIC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1532.96253421619","1625.20062242666","1747.15508489567","1893.35873468837","2062.61962640066","2192.57985213393","2400.58614571001","2612.30306793561","2770.92153301512","3019.46739885879","3457.75075833785","4227.34310387132","4936.59892188552","5518.2649258547","5853.87893368734","6284.53673673069","7180.91759716872","8621.95809964383","9964.34736785533","10368.9989615341","9870.11085983114","9460.67897947522","9811.65443489216","10266.1468274796","11589.1184722268","13901.5626704754","16929.1440003178","17827.1250589403","18636.8650283232","19384.172819046","21083.6908285153","21592.4610875554","22657.5087856362","24190.8369002993","25404.8278088434","25540.1088914875","24573.0652857425","24856.3721451612","25892.6160338763","25872.8916782291","25695.3714954838","27686.1534242086","31579.0337290267","34767.346659993","36479.7037380791","37909.7530342789","39510.1929972691","38819.2425098967","39897.378127839","41227.0408053653","42592.599298742","43409.3304540941","43576.7062490511","42320.7486100548","41407.1270584759","41707.419313718","44596.9698177657","46162.9431171116","44467.7135677192",
"Hong Kong SAR, China","HKG","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","570","630","700","710","710","740","840","930","1060","1300","1750","2150","2450","2900","3340","3930","4700","5730","6360","6290","5890","6170","6090","7230","9080","10770","11550","12660","14320","16560","19560","21820","23570","24140","26080","25110","25800","26930","26350","25270","26340","28120","28890","30290","32070","33950","32350","33620","35690","36340","38570","40240","41180","42970","46390","50060","50480","48630",
"Honduras","HND","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","180","180","190","210","220","230","250","250","260","270","280","320","360","380","410","460","610","830","1090","1090","1020","1000","1080","1160","1260","1410","1410","1270","1110","940","930","950","880","900","870","910","910","930","1020","1040","1060","1120","1200","1280","1350","1480","1620","1660","1730","1860","1950","2000","1990","2040","2110","2230","2310","2380","2180",
"Heavily indebted poor countries (HIPC)","HPC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","324.570000750564","311.306122455311","313.188439643212","352.571502561092","412.955806630781","435.561865619247","412.584264781508","383.991342519675","366.696957902052","357.947528091149","345.3570750589","309.824089929363","314.857166876914","314.486140960116","327.539734795048","326.016943090941","328.094329648302","330.288715630235","328.973843185237","335.373940821679","360.887927714033","414.720056155658","469.123161851691","519.272917739316","585.570051699997","686.345491027458","739.962016932713","771.188398308356","797.063691928234","831.456850271258","881.962105517531","932.951629389448","925.823011989966","899.628049893559","898.768018563897","945.242854542448","978.104510430304","957.05066858699",
"Croatia","HRV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5570","5470","5230","5260","5350","5660","6730","8590","10250","11410","12760","14360","14220","14210","14180","13590","13750","13420","13140","12550","12840","14280","15320","14530",
"Haiti","HTI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","250","250","250","240","260","280","320","340","380","370","420","450","390","310","260","310","360","390","400","450","550","640","720","660","650","690","790","900","1010","1160","1130","1240","1300","1390","1430","1410","1360","1340","1410","1390","1320",
"Hungary","HUN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3660","4030","4250","4370","4400","4410","4490","4620","4790","5290","6630","8650","10390","11250","11770","13250","13420","13270","13260","13090","13520","13560","13230","13100","13190","14980","16520","15890",
"IBRD only","IBD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","177.541239565178","192.196893152116","200.822304929918","201.141228976615","206.26988605938","224.109743662283","241.718525426757","256.376061283206","277.283605467044","334.49152555929","414.704720277662","487.871407431731","511.205273537699","532.481400931025","575.251652570796","662.523119110682","758.35423978964","818.382345762867","805.444899651657","752.714448759331","746.614360170542","760.510674664995","802.961949651507","866.843770201347","919.018702504832","913.004614404251","956.977239807571","969.138619980811","1025.27114881733","1068.83624827192","1128.8596008756","1214.75329471085","1340.49868667373","1433.98981891855","1389.83347607025","1366.89706097603","1417.63563078747","1428.16323860269","1446.18717473409","1570.19954388414","1829.16196807795","2137.694679525","2487.51242000815","2955.94554362364","3493.07493231873","3759.16186564235","4198.30148422886","4675.47702217457","5296.94374703177","5725.66754335009","5909.70874346245","5732.79287112388","5624.79465015417","5748.9848480301","6177.92401385718","6510.13297997641","6269.71319802133",
"IDA & IBRD total","IBT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","164.950576750201","178.150261612487","186.058490755134","186.548913528788","191.604447213495","208.002509565697","225.294547995742","238.596746787679","257.2799673654","307.019355069476","381.216530936077","448.269456361149","471.83181080559","491.352563208903","529.466856487098","609.438430877447","698.002561508038","756.727212350745","751.180210460176","707.707890484541","691.290786573229","697.968442226975","731.952639607478","788.377499499572","833.646698975629","823.476995291682","857.113941060567","864.855550451163","910.978557908553","942.181270101907","987.965637552472","1061.58402187344","1169.59347416027","1251.30555573798","1219.60586632147","1211.95106220037","1269.98239147534","1297.54071844226","1334.9323933104","1481.41413221261","1776.70765770676","2121.60861597428","2497.1730837667","2998.82826099489","3620.72496296053","4037.59702583007","4558.45401311881","5057.59538950288","4352.31485018048","4649.2700156905","4788.81230045206","4641.39572753757","4540.34973947581","4616.83137494456","4935.58346871578","5178.52830350112","4978.42460945495",
"IDA total","IDA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","127.088093298908","143.534279338888","150.115511191318","157.637988354122","168.997108834729","213.469094118077","251.05501682527","276.445569922613","288.914913656044","306.413953035119","353.143419055297","409.065257804723","463.701057311405","494.432722751242","495.912981651583","436.359049953811","414.060032779852","413.621243894803","440.062097132939","458.530279051149","435.040286164264","428.992227116816","423.389870175432","432.141564409922","416.773544535733","409.654652004101","441.024243355434","486.126666083958","530.644206354552","559.310083726096","623.307388387216","721.983425838906","818.965548948811","932.614925233309","1165.04867071498","1593.35065687695","2068.09166983085","2533.65459381327","3148.55276914334","4053.72657038529","4964.67015245408","5740.79093884118","6296.8643948963","1364.30572785192","1284.12439958226","1326.9968460261","1312.92170630329","1275.50736240452","1253.04936097575","1295.29676069357","1332.50036714851","1304.19531243465",
"IDA blend","IDB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","104.730409843362","111.716599606967","115.877356206738","122.330891379689","127.371905228054","126.705386848207","134.205450093491","150.920865586748","180.016747525157","190.372266256355","201.621962225419","208.741727552552","268.45911898316","307.348987966699","358.353305320478","387.794244835833","414.4768116455","479.685344982095","562.846286382702","676.045995517789","783.476116288651","835.476299584204","699.730499144588","637.510331736327","582.8940855811","572.343676775678","584.006801528513","533.809529298743","524.766661103183","507.228920407345","512.082432306893","458.005936801489","436.367172934429","444.935935115875","481.791904460952","501.369163884423","488.595373436014","491.938390965983","504.253510572318","528.982469717114","562.883152688994","607.941275037456","718.375273765811","828.186136330109","985.193726945153","1127.55191101968","1318.97381684412","1382.27036340108","1461.95020714163","1540.61125130869","1719.04384512223","1872.43396181399","2006.17091382801","1979.77028224649","1867.38506774604","1753.53720946194","1744.72641939155","1740.01927591731","1664.75639479175",
"Indonesia","IDN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","70","80","80","90","110","160","220","270","300","360","400","470","530","560","530","520","500","520","510","510","530","560","610","660","740","850","990","1090","1100","660","570","580","720","790","900","1080","1220","1380","1600","1940","2150","2530","3010","3580","3730","3620","3430","3400","3530","3840","4050","3870",
"IDA only","IDX","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","282.55127386538","270.191891009004","272.089277641936","304.783629742959","353.121243856315","375.222534761624","368.095060053315","363.836926455305","365.410866343461","376.340600159009","384.856996884465","386.589642158156","430.5470258578","479.502239905316","537.40067335002","589.153331035556","686.562382778078","832.65994267379","966.167824973595","1120.01891170976","1447.01002769491","2035.66534534625","2694.47198672512","3315.8311232908","4169.79346954299","5436.7490261674","6778.36078629891","7911.3709003963","8714.80367511691","1186.88828428641","987.696728020175","983.99370779956","975.745898832277","975.985658949753","999.656841361513","1067.71778064944","1126.16466995455","1122.02833967272",
"Isle of Man","IMN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17050","18800","21310","21880","22480","23780","27790","34170","39600","44420","47220","42870","45990","71570","74390","82210","87840","89000","83990","78860","78810","83660","83920","",
"India","IND","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","90","100","110","110","110","110","100","110","120","120","120","140","170","190","180","190","210","220","270","290","290","280","280","290","310","350","390","390","380","350","340","320","340","370","400","410","410","440","440","450","460","520","610","710","790","910","1000","1120","1220","1360","1480","1520","1560","1600","1680","1820","2010","2120","1920",
"Not classified","INX","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","2070","2540","2990","3390","3280","3580","4120","5120","6380","6780","6390","5720","5610","5630","6370","8220","10420","11100","12560","13130","14440","14600","15480","16920","18880","20650","21430","22690","24110","24050","24850","29910","37720","44570","47900","50490","50830","46660","44720","42130","40700","43490","46380","50360","51770","53280","59280","63230","65620",
"Iran, Islamic Rep.","IRN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","210","210","220","250","270","290","320","360","390","450","540","730","1090","1460","1980","2060","2000","2240","2050","2320","3070","3260","3070","3420","3600","3470","2970","2530","2540","","","","","1290","1600","1790","1780","1740","1760","1790","1880","2200","2520","2960","3480","4270","4970","5560","6250","6870","7130","6990","6500","5370","5500","5420","4530","3640","2960",
"Iraq","IRQ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","3910","3420","3010","2350","2540","2760","3060","3540","3730","3730","7070","70","50","40","60","130","390","750","920","1290","1600","1730","1420","850","1370","1430","1820","2400","3550","4160","4580","4960","6310","7050","6750","5800","5340","4640","5040","5810","4680",
"Iceland","ISL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1540","1740","2050","2440","2980","3110","2790","2490","","","","","","","","","","","","","","","","","","","","","","","","","","","","28480","29270","30400","31540","30700","30930","33710","42020","50520","53450","61880","50060","41860","36270","37610","40690","46960","48090","49940","54910","60230","67760","72900","62420",
