"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Nauru","NRU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8870","13000","14920","13690","12720","12340","14290","16620","15990",
"New Zealand","NZL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","6530","7670","8240","7860","7370","7010","6950","7860","10010","12550","13570","13640","12160","12050","12360","13400","15280","16730","17160","15790","15040","14080","13810","14170","16960","21500","25440","26400","28150","28630","29690","29680","32230","36700","39930","41680","40650","39440","38910","41680","42870","41550",
"OECD members","OED","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1446.3848956863","1531.88288700766","1646.39100268754","1781.98499848285","1938.75613217547","2058.07077107988","2251.47610988386","2444.85378263212","2587.85907202225","2812.12149294909","3212.85036307001","3918.61975988776","4566.8320770195","5100.54842334422","5377.89046515184","5752.80484647289","6564.50746541059","7865.74550238723","9072.67603644603","9435.45924918308","8959.23230471296","8555.44419007179","8845.32509876957","9256.0133080293","10403.9332506857","12466.7099084637","15143.4075995389","15933.1349752637","16667.8181664485","17319.9737287771","18797.8674562223","19273.0563223921","20217.5863458031","21528.3914917774","22551.1503315112","22635.542474034","21827.7877984919","22103.9445109715","23066.5444748669","23035.2943467651","22897.325884106","24631.5095295974","28073.4387962209","30907.0633656527","32427.1212539008","33693.6086804247","35099.997107788","34453.2922184785","35392.2652758157","36524.1514874512","37670.2123786032","38312.8375197232","38417.3989032144","37285.82120562","36394.1155113914","36577.0920176014","38964.2054865687","40196.7500154089","38594.3684029097",
"Oman","OMN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","160","230","280","320","330","360","310","700","1510","2770","2720","2650","3070","3960","5480","6210","6160","6320","6560","5930","5390","5210","5660","5710","6040","6510","6280","6160","6270","6470","6810","6530","6370","7070","7830","8000","8290","9410","10690","12660","14560","17430","17740","17600","17000","19360","20310","19010","17450","15740","13940","14130","14170","",
"Other small states","OSS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4213.37718840606","4713.56382540318","5714.58551592797","6865.72548893606","8308.34170170335","9776.25540663269","11188.3621972341","11032.8238891386","11524.0230200476","12474.834272341","13798.686832577","14879.6472162916","15113.2961701287","14098.7748840249","12990.6788264539","12280.7098218267","13032.6152153498","13613.9091124287","12379.4538817847",
"Pakistan","PAK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","90","100","100","110","120","130","150","160","170","180","170","150","150","160","180","200","240","270","320","350","360","350","350","340","360","370","400","400","400","400","430","440","440","470","480","470","450","440","480","510","530","570","660","740","800","860","920","950","970","1030","1120","1210","1230","1260","1310","1400","1480","1410","1270",
"Panama","PAN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","490","530","550","590","630","670","710","770","810","890","960","1090","1220","1370","1350","1550","1790","2020","2260","2470","2630","2540","2570","2840","2910","3260","2750","2560","2640","2730","3010","3240","3410","3410","3570","3610","3680","3750","3880","3830","3940","4040","4460","4790","5100","5770","6540","6900","7260","8550","9540","10630","11190","12200","12780","13750","14490","14920","12420",
"Peru","PER","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","290","300","340","380","450","490","470","480","500","560","630","740","930","1080","1070","1020","870","910","1020","1170","1130","920","890","840","840","950","790","790","840","1220","1420","1550","1760","1950","2150","2280","2150","2030","1970","1900","1960","2080","2280","2540","2810","3210","3790","3970","4410","4970","5790","6420","6530","6340","6110","6060","6470","6790","6030",
"Philippines","PHL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","250","220","190","210","220","230","250","270","250","250","250","300","360","430","480","510","570","670","790","850","840","770","660","590","620","690","750","800","830","830","880","930","1050","1160","1320","1390","1310","1250","1180","1170","1130","1170","1290","1380","1490","1720","2010","2170","2370","2520","2860","3160","3330","3380","3450","3530","3710","3850","3430",
"Palau","PLW","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9200","8810","9420","10350","10830","11780","11800","11090","11400","12270","12760","12870","14150","15860","16720","16540","17380","16710","14390",
"Papua New Guinea","PNG","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","110","120","120","140","150","160","180","200","220","240","270","350","440","490","470","470","570","640","710","720","650","610","600","610","640","690","790","800","740","790","840","980","1030","950","930","850","720","630","570","510","480","470","540","650","790","1070","1400","1510","1740","1820","2270","2500","2990","2860","2710","2590","2600","2720","2720",
"Poland","POL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2080","2480","2760","3250","3840","4240","4360","4440","4670","4710","4900","5500","6250","7340","8460","9940","11980","12500","12740","12890","13160","13390","13560","13310","12720","12730","14150","15360","15240",
"Pre-demographic dividend","PRE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","605.87212191955","648.58236607901","687.800426724513","675.680544584946","586.554717935053","558.504412155246","553.067863210398","591.946591894283","611.452627554267","577.888166165576","703.209761207707","391.260064329787","377.023348864687","325.094335752794","293.037143474608","302.129513926254","326.524823266375","370.524059781232","379.287964776926","398.247697130987","415.009506941288","435.7421254592","457.28108679904","474.826955020681","585.47893506249","677.222660395861","818.802646283932","971.256292190929","1184.82269499653","1259.7851336261","1320.91284607153","1367.14804973805","1526.34251413896","1658.82218214025","1743.99533547409","1646.3408653745","1490.8252377966","1361.45950429625","1372.33156959701","1433.68557306243","1334.42472481664",
"Puerto Rico","PRI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","820","900","960","1060","1160","1240","1370","1560","1750","1910","2100","2380","2590","2660","2650","2740","2980","3390","3720","3890","3770","3670","3970","4280","4750","5350","5860","6050","5950","6300","6760","7100","7370","7820","8130","8510","8690","9590","10550","10950","11250","12170","14260","14750","15030","15860","16360","16580","16920","17670","18680","19170","19280","19420","19710","20000","21080","22060","21740",
"Korea, Dem. People's Rep.","PRK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","410","430","470","520","570","640","730","790","950","1070","1270","1700","2070","2210","2330","2430","2530","2870","3350","3420","3230","2830","2520","2530","3080","4160","5630","6320","7130","8180","9860","10100","10450","11210","12100","12370","12190","12260","12170","11830","11750","13260","16140","18580","19390","20850","22590","22920","22960","22720","21150","21370","21190","20440","19930","20040","22030","23170","21790",
"Paraguay","PRY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1680","1840","1840","1730","1600","1440","1410","1330","1230","1350","1520","1840","2320","3080","3450","4070","4480","4750","5510","5810","5640","5400","5370","5600","5510","5180",
"West Bank and Gaza","PSE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1470","1630","1780","1800","1550","1370","1190","1370","1640","1780","1710","1790","2040","2250","2510","2880","3210","3470","3560","3670","3900","3930","4190","4270","3710",
"Pacific island small states","PSS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","1463.48025369057","1314.86260225453","1353.50713620857","1292.54122193995","1408.54840702465","1399.20485271477","1436.57271679876","1449.42202115681","1477.57732309515","1482.22594735104","1644.09981802814","1718.89129778706","1851.7026892134","2046.74204760436","2180.88578200432","2135.49693551682","1983.87295646304","1987.71318761172","1892.02039053227","1827.90543396054","1791.21683042698","1921.91689352188","2255.52168888438","2577.38968926346","2652.74521828884","2809.40967979551","2978.29882968572","2945.34164400185","2943.98441993558","3104.64863473052","3350.43635861252","3729.95053971386","3874.21622577985","3904.12802017792","3941.3235440884","4000.03942670547","4289.38244595067","4353.67548738667","3914.99375000402",
"Post-demographic dividend","PST","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1517.20604730076","1608.86961840304","1731.00835262638","1877.45940720232","2046.50554433566","2177.31812172756","2385.77812791221","2597.99415350284","2755.97969307153","3002.94189051375","3442.59732052156","4211.4089330772","4908.72830840952","5490.15086444222","5799.89679529876","6228.93920351096","7129.95786237009","8556.4883318872","9867.57730156267","10238.7546626881","9770.66012848523","9399.74596778078","9779.24436961711","10265.2209286896","11611.0018477387","13984.8222680344","17070.8756318475","17981.8736113677","18792.5470670262","19559.0219459368","21214.3103764017","21704.4468680359","22749.6649239368","24309.4161134344","25521.5993884992","25644.7455852375","24678.816824573","25003.0599355501","26058.8166366498","26072.005405093","25921.7608342136","27963.0238779472","31928.9349184062","35161.236292235","36851.9062038925","38235.8816475702","39790.2546877531","39154.0094719991","40280.7573108316","41615.8820243307","42903.4425100054","43650.3074628449","43787.6611825223","42559.2611954382","41739.491442691","42158.6205652634","45088.1201939988","46656.1740824071","44968.9468142362",
"French Polynesia","PYF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","2090","2520","2430","2400","2640","2660","3320","4580","5100","5590","5890","6760","7980","9140","9600","9130","8190","8030","8340","10250","13000","15360","14940","15270","16030","17260","17400","17470","17920","17780","17250","16660","16170","15770","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28400","30680","36160","38260","50810","58030","65580","61250","63620","66950","72880","79390","80890","73440","64550","56920","58830","61210","55990",
"Romania","ROU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1250","1190","1270","1490","1640","1590","1580","1610","1710","1760","1950","2250","2960","3880","4900","6390","8800","9220","8640","8650","8760","9320","9700","9600","9620","10110","11430","12620","12580",
"Russian Federation","RUS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3440","3090","2920","2650","2640","2600","2650","2130","1750","1710","1780","2100","2590","3410","4450","5810","7560","9580","9230","9980","11060","13490","15190","14630","11780","9730","9210","10250","11250","10690",
"Rwanda","RWA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","40","40","40","40","40","50","50","50","60","60","60","70","80","100","130","160","180","230","270","280","270","260","250","260","290","320","350","350","350","320","340","310","150","210","220","260","260","280","280","270","260","250","270","320","360","410","490","550","600","650","700","720","740","750","740","730","780","830","780",
"South Asia","SAS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","86.6700733259579","93.9433825846188","104.557320127693","109.336417336177","105.386701162557","106.577955095669","103.989374123628","111.350848728216","117.976802704261","121.910235966455","125.776016758564","141.990443909997","164.531342742006","187.663249454069","181.740834444553","184.702314588174","203.532551799868","222.243562182332","267.037063503906","293.210574942809","287.268907670346","281.227114492436","279.332843139941","288.94520835769","308.495276425404","343.547891133722","381.490565732711","378.899463369982","375.433221617181","347.969569999589","349.699297748942","335.413292107081","349.287097686362","374.679900439589","406.156498005592","414.144147706116","415.453423666831","435.830232587089","445.118133308499","454.66417875294","461.423611885047","513.934640240062","599.663520173339","688.323795779158","762.135263865663","871.011929412646","949.191618084277","1053.0155009219","1147.1261430674","1277.12953726096","1390.20974946633","1437.08942963523","1480.67258521287","1525.61781104278","1603.34842695153","1733.68592577345","1904.44948252117","1996.16036723513","1834.91346251636",
"Saudi Arabia","SAU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","930","1000","1150","1600","3160","4500","8020","8770","8890","11170","14270","16530","13970","11320","10130","9010","9140","7700","7630","7080","7390","8310","8500","8050","7720","7810","8030","8230","8010","7650","8150","8520","8370","9480","11040","12650","14160","15800","18460","17900","18750","20880","24040","25440","25550","23710","21610","19990","21610","22840","21930",
"Sudan","SDN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","140","140","140","140","140","140","150","160","170","180","190","220","290","380","440","480","460","490","480","500","470","430","380","390","540","790","780","720","530","450","340","310","320","400","400","380","340","330","340","350","380","430","500","600","700","910","1080","1150","1320","1360","1520","1400","1490","1540","1500","1310","1040","820","650",
"Senegal","SEN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","340","310","320","320","350","370","450","560","600","590","580","720","840","840","770","600","560","560","640","830","950","940","920","930","980","930","770","740","700","710","690","690","670","650","620","730","870","990","1030","1100","1240","1330","1330","1300","1320","1340","1370","1320","1270","1280","1390","1430","1430",
"Singapore","SGP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","490","530","510","540","590","660","750","850","970","1090","1280","1600","2090","2660","2930","3020","3370","3990","4730","5380","5680","6170","6930","7100","7330","8080","9320","10320","11450","12970","15270","17710","20780","23630","25620","27730","24010","23360","23680","22130","22000","23440","26150","28820","32550","36010","37230","37320","44930","48290","51740","54480","56380","53160","53060","54460","56900","58390","54920",
"Solomon Islands","SLB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","760","710","670","610","580","590","600","590","630","660","800","860","1000","1200","1320","1310","1230","1160","980","920","830","860","900","980","1040","1120","1230","1310","1470","1620","1820","2160","2190","2130","2140","2220","2360","2370","2300",
"Sierra Leone","SLE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","150","160","150","140","140","150","160","160","170","190","220","250","220","210","240","310","370","360","350","300","290","240","170","180","170","210","190","170","130","160","160","180","210","200","170","150","140","150","200","270","280","290","300","360","420","440","420","430","530","660","700","550","490","520","490","530","510",
"El Salvador","SLV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","300","300","300","310","320","350","380","440","480","530","610","710","780","740","740","690","670","690","720","760","820","860","860","900","930","1060","1170","1290","1480","1590","1690","1750","1810","1900","1950","2000","2130","2270","2420","2570","2680","2870","2820","2880","3060","3210","3350","3400","3440","3510","3600","3820","3980","3630",
"San Marino","SMR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","70","70","70","70","80","90","90","90","100","100","120","140","130","190","180","160","130","110","100","110","110","100","110","120","130","150","150","150","130","","","","","","","","","","","","","","","","","","","","","","","","","310","300","290","310","330","320",
"Serbia","SRB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2990","2990","2610","1610","1540","1520","2390","3250","3830","4200","4830","6030","6450","6220","6190","6080","6460","6240","5960","5700","5570","6410","7040","7420",
"Sub-Saharan Africa (excluding high income)","SSA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","116.722008951424","123.417962458453","129.269164818288","136.729899538257","141.948925535332","145.615631633668","151.984332221245","164.716587346622","185.354542471255","197.544386616706","210.690229013129","243.93522654333","319.167410381281","372.743896411507","399.687906587089","411.125640533167","432.528938103679","506.162406334407","604.037534017143","695.08654083775","729.921378596619","718.507230860994","631.282986868827","569.586736302592","547.334335668242","584.885246000098","634.557019034416","620.753122972147","606.625858072702","615.045772904421","620.29345712406","595.095421674331","578.995173166269","602.393854135178","616.675639741724","633.863146246457","598.918561399497","587.219666699837","580.104050847295","573.737591409419","582.752453858862","637.855809752962","776.049795186428","951.261281001513","1103.59427303601","1237.45010151759","1388.90505259137","1427.20942155446","1490.97914475317","1578.23346165482","1708.9620929382","1789.74278229385","1837.6996130467","1743.87457978543","1591.66330723032","1507.6792950319","1539.49245684834","1587.10483980362","1504.14034544563",
"South Sudan","SSD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","810","850","1160","1250","1090","","","","","",
"Sub-Saharan Africa","SSF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","116.750064873037","123.44906720636","129.301974764084","136.759987271446","141.985651438116","145.648487108597","152.015154408528","164.740589148056","185.376234089095","197.574849440448","210.731841172841","243.995932340563","319.237173318846","372.817953463021","399.762527032987","411.188636336696","432.641497819392","506.362788174915","604.274431505336","695.329746630279","730.147468860251","718.710522768219","631.505294428008","569.858598852518","547.640304532787","585.259297490185","635.02581813872","621.295400844207","607.226235710678","615.659429204982","620.998688982155","595.85403517421","579.776637521247","603.15319248723","617.459701422335","634.709335373159","599.762015217229","588.055821414881","580.926152655699","574.542728079879","583.504094213899","638.647609912175","777.003020041801","952.378410855567","1104.84477874708","1238.6261380505","1389.9415306714","1428.11831515573","1491.88069085122","1579.11308189681","1709.90766157964","1790.78324850913","1838.78450083043","1745.02650511486","1592.79703662702","1508.84861414378","1540.76762464863","1588.35757692714","1505.06737030243",
"Small states","SST","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4271.29050238353","4738.31441811583","5615.29518163213","6585.32813483868","7793.69291998604","9025.35373084949","10263.0296814759","10083.9234577107","10478.772111806","11173.3741723549","12316.0315556151","13233.2044213191","13429.9508043188","12679.7503504901","11767.9962288603","11234.2934923474","11884.3804194846","12405.6196057672","11246.3452745687",
"Sao Tome and Principe","STP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600","700","820","940","960","1020","1060","1130","1180","1230","1430","1630","1650","1690","1700","1870","1950","2060",
"Suriname","SUR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","270","230","250","370","450","510","520","530","570","610","690","770","980","1320","1420","1640","1930","2170","2290","2640","2510","2320","2340","2380","2460","2520","2980","2230","1420","1140","1040","970","1100","1320","1630","1840","2050","1950","1970","1670","1930","2200","2820","3320","4040","5050","6330","6960","7620","7920","8550","8950","9260","8890","6940","5940","5970","6190","4620",
"Slovak Republic","SVK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4220","5020","5420","5430","5380","5530","5720","6020","6960","9030","11350","12940","14930","17250","17100","17500","17470","17750","18190","18270","17690","16770","16600","18320","19230","18920",
"Slovenia","SVN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11240","11000","11320","11270","10950","10920","12630","15610","18310","19820","21790","24620","24380","24540","24580","23250","23230","23610","22250","21770","22120","24610","25950","25360",
"Sweden","SWE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","2310","2490","2740","2960","3190","3460","3770","4100","4690","4990","5670","7050","8580","10160","10720","11290","12460","14790","17300","17530","15760","13550","13020","13080","15330","19360","24190","26090","27760","29110","31340","28200","27690","28070","30400","31390","31110","31300","31610","29720","29090","32750","39790","45770","49150","52310","55720","52640","54630","56700","59090","61800","61870","58420","54360","53030","55640","56410","54050",
"Eswatini","SWZ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","300","370","470","","","","","","","","","","","","","","","","1290","1350","1570","1580","1570","1820","1930","1960","1740","1730","1670","1700","1570","1700","2160","3080","3300","3480","3360","3320","3460","3860","4310","4420","4130","3800","3450","3390","3620","3690","3410",
"Sint Maarten (Dutch part)","SXM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27540","28670","29560","30890","28210","27680","","",
"Seychelles","SYC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","290","310","330","320","360","350","350","330","350","410","480","630","770","870","910","870","1170","1760","2110","2300","2290","2190","2220","2490","2740","3200","3970","4540","5030","5200","6000","6390","6530","6460","6740","7330","7320","7290","7290","7310","6850","7490","9280","11140","12580","12280","11180","10230","10220","10570","11540","12700","13350","14020","13840","14320","15750","15790","12200",
"Syrian Arab Republic","SYR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4070","4380","4680","5150","5830","6400","7140","7990","8970","9940","10800","5680","2860","1350","1130","950","830","800","920","1170","",
"Turks and Caicos Islands","TCA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23280","25530","27300","26200","28340","30250","",
"Chad","TCD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","110","110","110","120","120","130","130","140","140","140","150","160","190","230","220","230","240","220","240","230","210","190","180","210","210","210","270","270","270","290","330","240","220","210","200","210","220","200","180","190","200","210","340","470","530","630","700","830","910","890","960","970","980","880","730","640","680","700","630",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","74.2293061051354","80.5510929489064","89.1691922091416","100.748040186105","108.848232586648","102.804887150951","99.8781731819377","111.900286838656","125.000684652992","128.44083006534","135.400673863424","163.109118617656","190.985566921831","222.435855836298","218.21927847422","231.987007420461","246.298297153372","272.256760735627","301.30429784845","318.83891487529","318.231125205041","313.624927430642","331.518367878173","353.976388482929","375.97129322257","393.328860485481","414.261333442068","417.567808684214","435.654928811263","469.233202054107","524.158858904762","573.881594772704","649.539097980589","754.433794852789","884.697308238214","968.947323422732","930.320964763137","986.58153061187","1092.90178752507","1217.09890997441","1360.48873103929","1633.79023621183","2077.94391976394","2562.04991899309","3081.20364054504","3825.28341704307","4870.42191136188","5931.60838436893","7013.8549149988","8065.31494547345","5254.9463730823","5778.67293099628","6257.90368807049","6504.08528102111","6711.67587699478","7052.82223870716","7735.7924346539","8325.43332068409","8416.25139682361",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2542.86823267996","2396.78787618113","2343.97876399458","2071.84131065487","2080.01820525677","2129.19515093169","2230.30460657524","2101.71471266899","1986.60631508117","2080.88634134107","2011.498480337","2174.89908760895","2544.07624824543","3258.16564818449","4126.57251381754","5047.43534257743","6209.39648628086","7572.18081490273","7533.98315996611","7997.84561149416","8581.29671004426","9687.12083777926","10571.0137113747","10490.9164161718","9277.98029761938","8205.61011003399","7935.44831367053","8445.36213488719","8901.15808275055","8574.0707969948",
"Togo","TGO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","90","90","100","110","120","120","130","140","130","130","140","170","220","260","270","290","330","350","420","390","320","250","230","230","250","310","390","400","400","400","420","330","310","300","310","350","330","310","310","290","300","350","390","400","410","420","470","530","560","610","590","620","640","640","670","720","880","920","920",
"Thailand","THA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","110","120","130","140","160","170","180","190","210","210","220","260","330","380","420","450","530","610","710","760","760","760","790","790","830","950","1160","1320","1490","1660","1880","2130","2400","2740","2950","2680","2080","1980","1980","1960","1990","2180","2530","2790","3100","3530","3970","4140","4580","4950","5520","5720","5760","5710","5700","5970","6610","7260","7040",
"Tajikistan","TJK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","280","240","220","210","170","170","180","180","170","160","170","210","270","380","470","580","750","800","920","1020","1150","1330","1350","1260","1110","1030","1030","1070","1060",
"Turkmenistan","TKM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","840","530","620","610","550","560","620","600","650","750","990","1310","1590","1890","2320","3040","3550","4070","4730","5560","6510","7200","7030","6830","6380","6740","7220","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","477.183397063665","490.829952772878","524.525290985633","557.315574553439","592.227318970472","649.352579023228","713.622281277367","864.491246777317","1105.96633457472","1282.67824154246","1365.02103217876","1403.25590475695","1529.60359599081","1803.30406235514","2105.54430973984","2289.37080699702","2173.76557643572","1908.58037630359","1810.80785820462","1745.43616424689","1808.55147107615","1949.27819878241","2087.21573336593","2086.62978871522","2152.86813560366","2351.88707924052","2675.05307150797","2930.910452995","3310.1195491895","3542.88258582121","3924.99703726561","4259.55592309398","4241.91049837175","4024.73477022816","4109.39057640617","3984.13648849924","3722.5309163357","3697.70962078088","4001.33469598041","4490.93856648898","5189.78420302598","6077.97324758243","7030.96484578372","7204.60867596838","8005.23898192986","8844.92698763659","9770.25843356131","10179.761578603","10066.9603324117","9071.75446884046","8332.04171800894","8206.75510948933","8530.86387291452","8628.99938356739","7503.48625617698",
"Timor-Leste","TLS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","750","670","780","930","1310","1840","2980","2330","2850","3730","3570","3210","2710","2200","1750","1800","1820","2050","1990",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1222.98067921266","1182.04890831819","1223.51964577631","1270.13104206556","1456.10301004134","1582.6452152168","1635.29569297987","1691.14284404701","1775.93686856467","1831.72407289972","1816.53160557509","1897.02032926751","2150.5458662937","2427.28336459293","2768.18080802228","3239.17167033058","3814.25006956471","4188.99990772206","4545.75898268944","4296.20513693107","4581.87641233334","4639.18059147925","4493.19828382489","4043.82931251955","3957.95485808881","3727.94994014422","3565.13927253447","3452.590617824","3088.89956563041",
"Tonga","TON","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","690","690","720","770","870","1070","1160","1220","1350","1450","1530","1820","2090","2370","2340","2240","2170","2080","2030","2000","2000","2160","2410","2720","2900","3270","3180","3370","3810","4320","4540","4600","4440","4410","4590","4800","5150","5190",
